ID	B1	B2	B3	val
1039	37	105	162	1
1040	37	97	162	1
1041	37	105	174	1
1042	37	97	162	1
1043	37	97	162	1
1044	37	105	162	1
1045	37	97	162	1
1046	37	105	162	1
1047	37	97	162	1
1048	37	105	174	1
1049	37	105	174	1
1050	37	97	162	1
1051	37	105	174	1
1052	37	97	162	1
1053	37	105	174	1
1054	37	105	162	1
1055	37	97	162	1
1056	37	105	174	1
1057	37	97	162	1
1058	37	105	174	1
1059	37	97	162	1
1060	31	97	162	1
1061	31	105	174	1
1062	31	90	162	1
1063	31	105	174	1
1064	37	97	162	1
1065	31	97	162	1
1066	31	105	162	1
1067	31	90	162	1
1068	31	105	162	1
1069	37	97	162	1
1070	31	97	162	1
1071	31	105	174	1
1072	31	97	162	1
1073	31	105	162	1
1074	31	97	162	1
1075	31	97	174	1
1076	31	105	174	1
1077	31	97	162	1
1078	31	105	162	1
1079	31	90	162	1
1080	31	97	162	1
1081	31	97	162	1
1082	31	97	162	1
1083	31	105	162	1
1084	31	90	162	1
1085	31	97	162	1
1086	31	97	162	1
1087	31	97	162	1
1088	31	105	162	1
1089	31	90	151	1
1090	31	105	162	1
1091	31	97	151	1
1092	31	97	162	1
1093	31	97	162	1
1094	31	90	162	1
1095	31	105	162	1
1096	31	97	162	1
1097	31	97	162	1
1098	31	97	162	1
1099	31	90	162	1
1100	31	105	162	1
1101	31	90	162	1
1102	31	97	162	1
1103	31	97	162	1
1104	31	90	162	1
1105	31	105	162	1
1106	31	90	162	1
1107	31	97	162	1
1108	31	97	162	1
1109	31	97	162	1
1110	31	105	162	1
1111	31	90	162	1
1112	31	105	162	1
1113	31	97	162	1
1114	31	97	162	1
1115	31	105	162	1
1116	31	90	162	1
1117	31	105	162	1
1118	31	97	162	1
1119	31	97	162	1
1120	31	97	162	1
1121	31	90	151	1
1122	31	105	162	1
1123	31	97	151	1
1124	31	97	162	1
1125	31	97	162	1
1126	31	90	162	1
1127	31	105	162	1
1128	31	90	151	1
1129	31	97	162	1
1130	31	97	151	1
1131	31	90	151	1
1132	31	97	162	1
1133	31	90	151	1
1134	31	97	162	1
1135	31	97	162	1
1136	31	97	162	1
1137	31	105	162	1
1138	31	90	151	1
1139	31	105	162	1
1140	31	97	151	1
1141	31	97	162	1
1142	31	97	162	1
1143	31	90	162	1
1144	31	105	162	1
1145	31	97	162	1
1146	31	97	162	1
1147	31	97	162	1
1148	31	90	162	1
1149	31	105	162	1
1150	31	90	162	1
1151	31	97	162	1
1152	31	97	151	1
1153	31	90	151	1
1154	31	105	162	1
1155	31	90	151	1
1156	31	97	162	1
1157	31	97	162	1
1158	31	97	151	1
1159	31	105	162	1
1160	31	90	151	1
1161	31	105	162	1
1162	31	97	162	1
1163	31	97	162	1
1164	31	97	162	1
1165	31	90	162	1
1166	31	105	162	1
1167	31	97	162	1
1168	31	90	162	1
1169	31	97	162	1
1170	31	90	151	1
1171	31	105	162	1
1172	31	97	162	1
1173	31	97	162	1
1174	31	97	162	1
1175	31	90	162	1
1176	31	97	162	1
1177	31	90	151	1
1178	31	97	162	1
1179	31	97	151	1
1180	31	97	151	1
1181	31	105	162	1
1182	31	90	162	1
1183	31	97	162	1
1184	31	90	151	1
1185	31	90	162	1
1186	31	97	162	1
1187	31	90	151	1
1188	31	97	162	1
1189	31	90	151	1
1190	31	90	162	1
1191	31	97	162	1
1192	31	90	151	1
1193	31	97	162	1
1194	37	97	162	1
1195	37	112	162	1
1196	37	105	162	1
1197	37	105	162	1
1198	37	105	162	1
1199	37	97	162	1
1200	37	105	174	1
1201	37	97	162	1
1202	37	105	174	1
1203	37	105	162	1
1204	37	97	162	1
1205	37	105	174	1
1206	37	97	162	1
1207	37	105	174	1
1208	37	97	174	1
1209	37	97	162	1
1210	31	105	174	1
1211	31	97	162	1
1212	31	105	162	1
1213	31	97	162	1
1214	31	97	174	1
1215	31	105	174	1
1216	31	97	162	1
1217	31	105	162	1
1218	31	97	162	1
1219	31	97	162	1
1220	31	105	162	1
1221	31	97	162	1
1222	31	105	174	1
1223	31	90	162	1
1224	31	97	162	1
1225	31	97	162	1
1226	31	90	162	1
1227	31	105	162	1
1228	37	90	162	1
1229	37	97	162	1
1230	31	97	162	1
1231	31	97	162	1
1232	31	105	162	1
1233	31	97	162	1
1234	31	105	162	1
1235	31	97	162	1
1236	31	97	162	1
1237	31	105	162	1
1238	31	90	162	1
1239	31	105	174	1
1240	31	97	162	1
1241	31	97	162	1
1242	37	97	162	1
1243	37	90	162	1
1244	31	105	162	1
1245	31	97	162	1
1246	31	97	162	1
1247	31	97	162	1
1248	31	90	162	1
1249	31	105	162	1
1250	31	90	151	1
1251	31	97	162	1
1252	31	97	162	1
1253	31	97	162	1
1254	31	105	162	1
1255	31	90	162	1
1256	31	97	162	1
1257	31	97	162	1
1258	31	97	162	1
1259	31	105	162	1
1260	31	90	162	1
1261	31	105	162	1
1262	31	97	162	1
1263	31	97	162	1
1264	31	105	162	1
1265	31	90	162	1
1266	31	105	162	1
1267	31	97	162	1
1268	31	97	162	1
1269	31	97	162	1
1270	31	90	162	1
1271	31	105	162	1
1272	31	90	162	1
1273	31	97	162	1
1274	31	97	162	1
1275	31	90	162	1
1276	31	105	162	1
1277	31	90	162	1
1278	31	97	174	1
1279	31	97	162	1
1280	31	97	162	1
1281	31	105	162	1
1282	31	90	162	1
1283	31	97	162	1
1284	31	90	162	1
1285	31	97	162	1
1286	31	105	162	1
1287	31	90	151	1
1288	31	105	162	1
1289	31	97	162	1
1290	31	97	162	1
1291	31	97	162	1
1292	31	90	151	1
1293	31	105	162	1
1294	31	97	162	1
1295	31	97	162	1
1296	31	97	162	1
1297	31	90	151	1
1298	31	97	162	1
1299	31	90	151	1
1300	31	97	162	1
1301	31	97	162	1
1302	31	97	162	1
1303	31	105	162	1
1304	31	90	162	1
1305	31	97	162	1
1306	31	90	162	1
1307	31	90	162	1
1308	31	97	162	1
1309	31	90	162	1
1310	31	97	162	1
1311	31	97	162	1
1312	31	97	162	1
1313	31	105	162	1
1314	31	90	151	1
1315	31	105	162	1
1316	31	97	151	1
1317	31	97	162	1
1318	31	97	162	1
1319	31	90	162	1
1320	31	105	162	1
1321	31	90	162	1
1322	31	97	162	1
1323	31	97	162	1
1324	31	90	162	1
1325	31	105	162	1
1326	31	90	162	1
1327	31	97	162	1
1328	31	97	151	1
1329	31	97	151	1
1330	31	105	162	1
1331	31	90	162	1
1332	31	97	162	1
1333	31	90	151	1
1334	31	90	151	1
1335	31	97	162	1
1336	31	90	151	1
1337	31	97	162	1
1338	31	90	151	1
1339	31	90	162	1
1340	31	97	162	1
1341	31	90	162	1
1342	31	97	162	1
1343	31	90	151	1
1344	31	97	162	1
1345	31	97	162	1
1346	31	90	151	1
1347	31	97	162	1
1348	31	90	151	1
1349	31	97	162	1
1350	31	97	151	1
1351	31	90	151	1
1352	31	97	162	1
1353	31	97	162	1
1354	31	105	162	1
1355	31	97	162	1
1356	37	105	162	1
1357	37	105	162	1
