ID	B1	B2	B3	val
2452	181	210	232	2
2453	181	210	221	2
2454	206	210	232	2
2455	206	210	232	2
2456	206	195	232	2
2457	199	180	209	2
2458	193	195	221	2
2459	199	225	221	2
2460	199	240	244	2
2461	199	233	244	2
2462	199	225	244	2
2463	199	240	244	2
2464	206	240	232	2
2465	199	233	232	2
2466	193	233	244	2
2467	187	233	221	2
2468	187	233	244	2
2469	187	225	244	2
2470	187	218	244	2
2471	193	225	244	2
2472	231	248	255	2
2473	231	218	255	2
2474	231	203	232	2
2475	224	195	221	2
2476	212	203	232	2
2477	206	210	244	2
2478	206	210	232	2
2479	206	210	244	2
2480	212	210	232	2
2481	212	195	221	2
2482	212	188	221	2
2483	212	173	197	2
2484	218	173	197	2
2485	199	173	197	2
2486	174	173	197	2
2487	156	173	209	2
2488	156	173	197	2
2489	156	173	197	2
2490	162	173	209	2
2491	168	188	221	2
2492	168	188	221	2
2493	162	188	221	2
2494	162	173	209	2
2495	156	165	197	2
2496	156	165	186	2
2497	181	158	186	2
2498	193	158	186	2
2499	199	158	186	2
2500	193	158	186	2
2501	181	158	186	2
2502	174	173	186	2
2503	181	180	209	2
2504	193	173	209	2
2505	212	158	197	2
2506	224	158	186	2
2507	224	150	197	2
2508	224	158	186	2
2509	237	180	186	2
2510	231	188	209	2
2511	218	203	209	2
2512	206	225	232	2
2513	199	233	244	2
2514	199	225	244	2
2515	206	225	244	2
2516	199	225	232	2
2517	212	240	244	2
2518	206	255	244	2
2519	212	255	255	2
2520	212	255	255	2
2521	218	255	255	2
2522	212	248	255	2
2523	212	240	255	2
2524	212	225	232	2
2525	212	233	255	2
2526	212	248	255	2
2527	212	248	255	2
2528	231	233	255	2
2529	237	203	232	2
2530	243	195	221	2
2531	243	188	209	2
2532	231	188	209	2
2533	224	203	221	2
2534	218	225	232	2
2535	212	255	255	2
2536	212	255	255	2
2537	206	255	255	2
2538	206	248	255	2
2539	206	248	244	2
2540	212	248	255	2
2541	206	233	244	2
2542	212	218	232	2
2543	206	203	221	2
2544	206	218	221	2
2545	212	240	244	2
2546	218	248	255	2
2547	218	248	255	2
2548	218	248	244	2
2549	212	233	244	2
2550	199	225	232	2
2551	199	218	232	2
2552	193	210	232	2
2553	187	203	232	2
2554	193	203	232	2
2555	212	210	232	2
2556	212	203	232	2
2557	206	188	221	2
2558	206	188	209	2
2559	206	225	232	2
2560	199	240	244	2
2561	193	240	255	2
2562	193	240	244	2
2563	193	240	255	2
2564	199	240	244	2
2565	199	233	244	2
2566	193	233	232	2
2567	187	233	232	2
2568	181	225	244	2
2569	174	210	232	2
2570	174	210	232	2
2571	187	225	244	2
2572	224	233	255	2
2573	218	225	255	2
2574	212	225	255	2
2575	206	218	244	2
2576	206	210	244	2
2577	199	203	244	2
2578	199	195	244	2
2579	193	188	221	2
2580	199	180	209	2
2581	199	173	197	2
2582	199	165	197	2
2583	199	165	174	2
2584	206	173	197	2
2585	199	180	197	2
2586	193	188	209	2
2587	193	203	244	2
2588	193	210	232	2
2589	187	210	232	2
2590	193	218	244	2
2591	193	225	255	2
2592	193	225	255	2
2593	193	225	255	2
2594	187	210	244	2
2595	181	188	232	2
2596	181	173	209	2
2597	193	165	197	2
2598	199	173	197	2
2599	206	173	197	2
2600	199	165	197	2
2601	187	165	197	2
2602	181	173	197	2
2603	174	188	221	2
2604	181	180	209	2
2605	199	165	197	2
2606	212	158	186	2
2607	212	158	197	2
2608	199	165	186	2
2609	218	165	197	2
2610	218	173	197	2
2611	212	173	197	2
2612	187	188	221	2
2613	168	203	221	2
2614	174	210	232	2
2615	187	218	244	2
2616	193	225	255	2
2617	206	248	255	2
2618	199	248	255	2
2619	206	248	255	2
2620	206	240	255	2
2621	212	248	255	2
2622	218	240	255	2
2623	218	233	255	2
2624	218	225	244	2
2625	218	218	244	2
2626	218	225	244	2
2627	206	225	244	2
2628	224	210	221	2
2629	237	180	209	2
2630	237	173	209	2
2631	231	173	209	2
2632	224	195	232	2
2633	218	225	255	2
2634	212	248	255	2
2635	212	255	255	2
2636	212	255	255	2
2637	199	255	255	2
2638	206	255	255	2
2639	206	248	244	2
2640	206	248	255	2
2641	206	233	232	2
2642	212	218	232	2
2643	212	203	232	2
2644	212	225	244	2
2645	218	248	255	2
2646	218	248	255	2
2647	212	240	244	2
2648	218	225	232	2
2649	212	225	232	2
2650	206	218	221	2
2651	206	218	244	2
2652	199	210	244	2
2653	193	203	232	2
2654	193	210	244	2
2655	206	218	232	2
2656	206	218	232	2
2657	199	195	232	2
2658	199	188	221	2
2659	193	218	221	2
2660	187	233	255	2
2661	174	225	232	2
2662	187	233	244	2
2663	193	240	244	2
2664	199	240	255	2
2665	199	233	244	2
2666	187	233	232	2
2667	187	225	232	2
2668	181	218	232	2
2669	168	203	232	2
2670	168	210	232	2
2671	187	218	232	2
2672	212	218	232	2
2673	206	225	232	2
2674	193	233	255	2
2675	193	210	232	2
2676	193	195	221	2
2677	187	180	221	2
2678	187	173	209	2
2679	187	173	197	2
2680	193	165	197	2
2681	199	165	197	2
2682	199	173	209	2
2683	199	173	197	2
2684	193	180	209	2
2685	206	195	209	2
2686	206	210	232	2
2687	212	218	244	2
2688	212	218	232	2
2689	206	218	244	2
2690	206	225	244	2
2691	206	240	255	2
2692	206	240	255	2
2693	206	240	255	2
2694	206	233	255	2
2695	199	218	244	2
2696	193	195	221	2
2697	199	188	209	2
2698	212	188	221	2
2699	218	195	221	2
2700	206	188	221	2
2701	199	188	209	2
2702	193	188	209	2
2703	187	188	232	2
2704	181	180	221	2
2705	199	165	197	2
2706	206	158	186	2
2707	206	150	197	2
2708	199	158	186	2
2709	199	158	197	2
2710	206	165	197	2
2711	187	165	197	2
2712	162	165	209	2
2713	137	173	209	2
2714	131	188	209	2
2715	143	203	221	2
2716	156	218	232	2
2717	168	233	244	2
2718	181	248	244	2
2719	193	240	255	2
2720	199	233	255	2
2721	206	233	255	2
2722	212	218	255	2
2723	218	218	244	2
2724	237	210	232	2
2725	231	203	232	2
2726	218	203	221	2
2727	212	210	232	2
2728	218	195	221	2
2729	218	188	221	2
2730	218	188	221	2
2731	218	188	221	2
2732	212	218	232	2
2733	212	240	255	2
2734	212	255	255	2
2735	212	255	255	2
2736	206	255	255	2
2737	206	248	255	2
2738	206	255	255	2
2739	212	248	255	2
2740	212	240	255	2
2741	212	240	255	2
2742	212	225	244	2
2743	212	233	255	2
2744	212	240	255	2
2745	212	248	255	2
2746	212	255	255	2
2747	206	233	255	2
2748	212	225	232	2
2749	212	225	244	2
2750	206	225	255	2
2751	206	233	255	2
2752	206	225	255	2
2753	199	218	244	2
2754	193	218	244	2
2755	193	210	232	2
2756	187	195	209	2
2757	187	180	221	2
2758	193	180	209	2
2759	193	203	209	2
2760	181	210	232	2
2761	168	203	209	2
2762	187	218	221	2
2763	199	240	244	2
2764	199	233	244	2
2765	199	225	244	2
2766	193	233	232	2
2767	187	225	232	2
2768	187	218	232	2
2769	181	218	221	2
2770	168	210	221	2
2771	181	218	232	2
2772	199	218	232	2
2773	193	225	244	2
2774	181	218	255	2
2775	174	180	209	2
2776	181	173	197	2
2777	187	173	186	2
2778	187	173	197	2
2779	187	180	209	2
2780	193	195	209	2
2781	206	203	221	2
2782	206	195	221	2
2783	199	188	221	2
2784	206	188	221	2
2785	218	195	209	2
2786	224	195	221	2
2787	224	195	221	2
2788	218	195	209	2
2789	218	203	209	2
2790	224	203	232	2
2791	231	218	244	2
2792	224	225	255	2
2793	224	218	244	2
2794	224	218	232	2
2795	212	225	244	2
2796	199	210	232	2
2797	212	195	209	2
2798	224	188	209	2
2799	231	188	221	2
2800	224	195	209	2
2801	212	188	209	2
2802	199	188	221	2
2803	193	195	232	2
2804	187	188	232	2
2805	206	165	197	2
2806	212	150	197	2
2807	218	143	197	2
2808	218	150	186	2
2809	218	158	209	2
2810	212	165	197	2
2811	193	173	197	2
2812	168	180	209	2
2813	143	180	197	2
2814	124	188	209	2
2815	112	188	221	2
2816	118	195	221	2
2817	131	210	221	2
2818	143	218	232	2
2819	156	210	244	2
2820	174	210	244	2
2821	187	210	244	2
2822	199	203	232	2
2823	212	203	232	2
2824	224	195	221	2
2825	224	188	221	2
2826	218	203	221	2
2827	212	210	221	2
2828	212	210	244	2
2829	212	203	232	2
2830	212	203	232	2
2831	206	210	232	2
2832	206	240	232	2
2833	206	248	255	2
2834	199	248	255	2
2835	206	248	255	2
2836	206	255	255	2
2837	206	248	255	2
2838	206	248	244	2
2839	212	248	255	2
2840	218	248	255	2
2841	218	240	255	2
2842	218	233	255	2
2843	212	240	255	2
2844	218	240	255	2
2845	212	248	255	2
2846	212	248	255	2
2847	212	233	255	2
2848	212	233	232	2
2849	206	233	244	2
2850	206	225	244	2
2851	206	233	244	2
2852	206	225	244	2
2853	199	218	244	2
2854	199	203	232	2
2855	193	195	221	2
2856	187	188	209	2
2857	193	173	221	2
2858	199	173	186	2
2859	193	188	186	2
2860	187	195	209	2
2861	187	195	197	2
2862	193	225	232	2
2863	206	240	244	2
2864	199	240	244	2
2865	199	233	244	2
2866	193	240	232	2
2867	193	233	232	2
2868	193	225	244	2
2869	181	218	232	2
2870	174	210	232	2
2871	168	218	221	2
2872	149	188	209	2
2873	156	218	209	2
2874	174	233	255	2
2875	162	218	255	2
2876	168	173	197	2
2877	181	180	197	2
2878	193	195	197	2
2879	193	203	209	2
2880	193	210	232	2
2881	199	218	232	2
2882	206	218	232	2
2883	206	203	221	2
2884	206	195	209	2
2885	218	188	221	2
2886	224	188	209	2
2887	237	173	209	2
2888	237	173	209	2
2889	224	180	197	2
2890	224	188	209	2
2891	237	195	221	2
2892	249	195	232	2
2893	243	188	232	2
2894	243	188	221	2
2895	231	195	221	2
2896	224	218	232	2
2897	231	203	244	2
2898	231	188	221	2
2899	249	180	209	2
2900	243	173	209	2
2901	231	180	197	2
2902	218	180	209	2
2903	206	188	209	2
2904	193	195	209	2
2905	187	188	221	2
2906	206	173	197	2
2907	218	158	197	2
2908	224	158	186	2
2909	224	158	186	2
2910	224	165	197	2
2911	218	165	186	2
2912	199	188	209	2
2913	187	203	221	2
2914	174	195	221	2
2915	162	195	221	2
2916	137	188	221	2
2917	137	195	221	2
2918	131	203	232	2
2919	131	203	232	2
2920	137	203	244	2
2921	156	210	232	2
2922	168	203	232	2
2923	187	203	232	2
2924	199	195	232	2
2925	206	195	232	2
2926	206	210	232	2
2927	206	225	244	2
2928	206	233	255	2
2929	206	233	244	2
2930	212	225	255	2
2931	212	203	232	2
2932	212	210	232	2
2933	212	248	244	2
2934	212	255	255	2
2935	206	255	255	2
2936	212	248	255	2
2937	212	248	255	2
2938	212	248	255	2
2939	206	240	244	2
2940	218	240	255	2
2941	224	240	255	2
2942	224	233	255	2
2943	218	233	255	2
2944	218	248	255	2
2945	224	240	255	2
2946	212	240	255	2
2947	212	233	255	2
2948	212	225	255	2
2949	206	218	232	2
2950	199	210	232	2
2951	199	210	221	2
2952	199	218	221	2
2953	199	218	244	2
2954	206	195	232	2
2955	206	195	221	2
2956	193	203	232	2
2957	193	218	232	2
2958	206	173	221	2
2959	212	173	197	2
2960	193	188	197	2
2961	199	195	209	2
2962	199	210	221	2
2963	199	233	244	2
2964	206	240	232	2
2965	206	240	244	2
2966	206	240	255	2
2967	206	248	244	2
2968	199	240	244	2
2969	199	233	255	2
2970	187	218	244	2
2971	174	203	232	2
2972	168	203	221	2
2973	124	165	174	2
2974	143	188	186	2
2975	181	225	255	2
2976	168	225	255	2
2977	174	203	221	2
2978	181	210	221	2
2979	187	218	232	2
2980	187	225	244	2
2981	199	218	232	2
2982	199	218	232	2
2983	199	210	232	2
2984	206	188	209	2
2985	206	195	209	2
2986	218	195	209	2
2987	231	180	209	2
2988	231	173	209	2
2989	218	173	209	2
2990	212	180	209	2
2991	212	195	209	2
2992	212	203	221	2
2993	218	188	244	2
2994	224	188	221	2
2995	224	188	209	2
2996	224	195	221	2
2997	218	210	221	2
2998	224	210	244	2
2999	249	188	221	2
3000	255	180	209	2
3001	255	173	209	2
3002	243	173	197	2
3003	231	173	209	2
3004	218	180	197	2
3005	199	188	209	2
3006	193	188	221	2
3007	199	165	197	2
3008	212	165	186	2
3009	224	165	186	2
3010	224	173	197	2
3011	218	180	209	2
3012	212	188	209	2
3013	193	203	221	2
3014	193	218	232	2
3015	187	218	232	2
3016	187	210	232	2
3017	181	203	221	2
3018	174	203	232	2
3019	168	195	232	2
3020	156	203	244	2
3021	162	210	244	2
3022	174	218	244	2
3023	181	218	244	2
3024	187	218	244	2
3025	193	225	244	2
3026	199	218	244	2
3027	199	248	255	2
3028	206	248	255	2
3029	206	255	255	2
3030	212	255	255	2
3031	212	248	255	2
3032	212	218	244	2
3033	218	225	244	2
3034	212	240	244	2
3035	218	248	244	2
3036	218	255	255	2
3037	218	255	255	2
3038	218	248	255	2
3039	218	240	255	2
3040	218	218	232	2
3041	212	218	232	2
3042	224	218	232	2
3043	218	218	232	2
3044	218	225	244	2
3045	218	248	255	2
3046	224	233	255	2
3047	206	233	255	2
3048	199	218	255	2
3049	199	203	244	2
3050	193	203	221	2
3051	187	188	209	2
3052	193	188	209	2
3053	187	195	221	2
3054	187	203	221	2
3055	193	188	209	2
3056	199	180	209	2
3057	187	188	221	2
3058	174	188	221	2
3059	187	180	209	2
3060	199	188	232	2
3061	199	203	232	2
3062	199	218	232	2
3063	199	225	244	2
3064	193	240	255	2
3065	199	233	232	2
3066	206	233	232	2
3067	199	233	244	2
3068	199	233	244	2
3069	199	248	255	2
3070	199	233	255	2
3071	193	225	255	2
3072	181	210	244	2
3073	168	210	232	2
3074	156	165	197	2
3075	174	180	209	2
3076	187	210	232	2
3077	187	218	244	2
3078	187	218	255	2
3079	187	225	255	2
3080	187	233	255	2
3081	193	225	244	2
3082	206	218	232	2
3083	206	218	232	2
3084	206	218	232	2
3085	206	188	209	2
3086	212	218	232	2
3087	224	203	221	2
3088	224	188	221	2
3089	224	188	209	2
3090	212	195	209	2
3091	206	203	209	2
3092	199	210	221	2
3093	193	218	244	2
3094	199	210	244	2
3095	206	203	221	2
3096	199	210	221	2
3097	199	218	221	2
3098	206	225	232	2
3099	218	225	244	2
3100	243	195	221	2
3101	255	180	209	2
3102	255	173	209	2
3103	249	173	209	2
3104	237	173	221	2
3105	224	173	186	2
3106	206	188	221	2
3107	199	188	221	2
3108	206	173	197	2
3109	212	173	197	2
3110	212	188	209	2
3111	199	195	221	2
3112	199	203	232	2
3113	193	210	232	2
3114	187	225	232	2
3115	187	233	232	2
3116	187	225	244	2
3117	187	218	244	2
3118	187	218	232	2
3119	187	225	244	2
3120	193	210	232	2
3121	187	210	244	2
3122	187	225	255	2
3123	193	225	255	2
3124	193	225	255	2
3125	199	225	255	2
3126	193	233	255	2
3127	199	233	255	2
3128	199	248	255	2
3129	193	248	255	2
3130	199	255	255	2
3131	212	255	255	2
3132	212	255	255	2
3133	212	225	244	2
3134	224	225	232	2
3135	218	225	221	2
3136	224	240	244	2
3137	231	255	255	2
3138	224	255	255	2
3139	224	255	255	2
3140	218	225	255	2
3141	212	195	232	2
3142	212	195	221	2
3143	212	195	209	2
3144	212	203	209	2
3145	212	225	232	2
3146	218	240	255	2
3147	218	240	255	2
3148	206	225	244	2
3149	193	218	232	2
3150	193	210	221	2
3151	181	203	197	2
3152	181	180	209	2
3153	193	203	232	2
3154	187	210	244	2
3155	193	210	232	2
3156	193	203	221	2
3157	199	173	221	2
3158	193	180	197	2
3159	174	188	197	2
3160	181	195	209	2
3161	187	203	232	2
3162	187	218	255	2
3163	193	225	244	2
3164	181	233	255	2
3165	187	233	255	2
3166	193	218	244	2
3167	193	225	255	2
3168	187	225	255	2
3169	193	233	255	2
3170	193	240	255	2
3171	193	240	255	2
3172	187	233	255	2
3173	181	225	255	2
3174	174	225	255	2
3175	199	188	209	2
3176	206	188	209	2
3177	199	195	209	2
3178	199	218	221	2
3179	199	233	255	2
3180	206	233	255	2
3181	206	225	255	2
3182	206	218	244	2
3183	212	210	221	2
3184	199	210	232	2
3185	199	210	232	2
3186	199	203	221	2
3187	206	218	221	2
3188	206	210	221	2
3189	212	203	221	2
3190	212	203	221	2
3191	206	210	221	2
3192	199	218	232	2
3193	193	225	232	2
3194	193	233	244	2
3195	193	225	244	2
3196	193	218	232	2
3197	187	218	232	2
3198	187	225	232	2
3199	199	233	244	2
3200	212	225	244	2
3201	231	203	232	2
3202	249	188	221	2
3203	249	180	209	2
3204	249	180	209	2
3205	237	180	209	2
3206	224	180	197	2
3207	212	188	209	2
3208	199	188	221	2
3209	206	180	209	2
3210	212	180	209	2
3211	206	203	209	2
3212	193	218	255	2
3213	199	225	255	2
3214	187	233	244	2
3215	187	233	244	2
3216	193	248	232	2
3217	187	233	244	2
3218	193	225	232	2
3219	187	225	232	2
3220	187	233	244	2
3221	193	225	232	2
3222	193	233	244	2
3223	193	233	244	2
3224	193	233	244	2
3225	193	225	244	2
3226	199	218	244	2
3227	193	225	244	2
3228	193	233	244	2
3229	193	240	244	2
3230	193	240	255	2
3231	199	248	244	2
3232	206	255	255	2
3233	199	240	255	2
3234	206	218	244	2
3235	218	203	209	2
3236	218	203	221	2
3237	231	233	244	2
3238	237	255	255	2
3239	231	255	255	2
3240	224	255	255	2
3241	224	225	255	2
3242	212	195	232	2
3243	212	188	209	2
3244	212	188	197	2
3245	206	195	209	2
3246	206	225	244	2
3247	218	240	255	2
3248	212	240	255	2
3249	206	225	244	2
3250	199	225	255	2
3251	193	225	232	2
3252	193	225	232	2
3253	199	218	244	2
3254	206	248	255	2
3255	199	233	255	2
3256	199	233	255	2
3257	193	225	255	2
3258	193	195	221	2
3259	193	195	209	2
3260	187	203	221	2
3261	187	210	232	2
3262	181	210	232	2
3263	181	210	232	2
3264	181	203	221	2
3265	174	210	232	2
3266	181	203	221	2
3267	181	195	209	2
3268	181	203	209	2
3269	187	195	221	2
3270	181	210	221	2
3271	187	218	232	2
3272	187	218	244	2
3273	181	210	232	2
3274	187	218	232	2
3275	168	218	232	2
3276	206	195	209	2
3277	212	188	209	2
3278	206	188	209	2
3279	199	218	221	2
3280	206	233	244	2
3281	218	225	244	2
3282	224	210	244	2
3283	231	195	232	2
3284	218	195	209	2
3285	193	218	232	2
3286	193	218	232	2
3287	187	218	232	2
3288	193	218	232	2
3289	199	218	232	2
3290	193	218	232	2
3291	193	218	232	2
3292	193	218	232	2
3293	193	225	232	2
3294	193	233	232	2
3295	187	225	244	2
3296	187	225	232	2
3297	187	218	232	2
3298	187	225	232	2
3299	187	225	232	2
3300	187	233	244	2
3301	199	233	244	2
3302	212	218	232	2
3303	224	210	232	2
3304	231	203	221	2
3305	237	203	221	2
3306	231	210	221	2
3307	224	203	221	2
3308	212	195	209	2
3309	187	203	221	2
3310	199	188	221	2
3311	206	188	221	2
3312	206	218	221	2
3313	193	225	255	2
3314	199	225	244	2
3315	187	225	244	2
3316	193	233	244	2
3317	193	240	232	2
3318	187	233	244	2
3319	193	225	232	2
3320	187	225	232	2
3321	193	233	244	2
3322	193	233	232	2
3323	187	240	255	2
3324	193	240	244	2
3325	193	240	244	2
3326	199	233	244	2
3327	199	218	244	2
3328	199	225	244	2
3329	193	233	232	2
3330	187	240	244	2
3331	193	240	255	2
3332	193	248	255	2
3333	199	248	255	2
3334	193	233	255	2
3335	199	210	244	2
3336	212	188	209	2
3337	218	195	197	2
3338	218	210	221	2
3339	224	240	255	2
3340	224	255	255	2
3341	224	255	255	2
3342	218	233	255	2
3343	212	203	232	2
3344	212	188	221	2
3345	206	188	209	2
3346	206	195	209	2
3347	212	240	244	2
3348	218	248	255	2
3349	218	248	255	2
3350	212	240	255	2
3351	206	240	244	2
3352	193	233	232	2
3353	206	248	255	2
3354	212	255	255	2
3355	206	248	255	2
3356	199	233	255	2
3357	193	233	255	2
3358	187	225	244	2
3359	187	218	244	2
3360	187	203	244	2
3361	181	210	232	2
3362	181	203	221	2
3363	181	195	209	2
3364	181	188	197	2
3365	181	180	186	2
3366	181	173	209	2
3367	181	173	197	2
3368	181	173	197	2
3369	181	180	197	2
3370	181	173	197	2
3371	181	188	197	2
3372	187	203	209	2
3373	187	203	221	2
3374	187	195	209	2
3375	181	203	197	2
3376	168	195	221	2
3377	206	210	221	2
3378	218	195	221	2
3379	206	195	209	2
3380	206	203	209	2
3381	212	225	232	2
3382	237	203	232	2
3383	237	188	221	2
3384	243	188	209	2
3385	218	195	209	2
3386	199	218	221	2
3387	193	225	232	2
3388	193	225	232	2
3389	193	225	232	2
3390	193	225	221	2
3391	193	233	232	2
3392	193	225	232	2
3393	187	218	232	2
3394	193	218	232	2
3395	193	225	221	2
3396	187	225	244	2
3397	187	225	232	2
3398	187	225	232	2
3399	187	225	244	2
3400	187	233	232	2
3401	187	240	244	2
3402	193	233	232	2
3403	193	233	232	2
3404	199	225	244	2
3405	206	225	232	2
3406	212	225	244	2
3407	212	225	255	2
3408	212	218	244	2
3409	206	195	232	2
3410	193	195	221	2
3411	193	180	221	2
3412	206	188	209	2
3413	206	210	221	2
3414	199	218	244	2
3415	199	218	232	2
3416	193	225	244	2
3417	187	240	244	2
3418	187	240	244	2
3419	187	233	244	2
3420	193	218	232	2
3421	187	225	244	2
3422	193	233	244	2
3423	193	233	244	2
3424	193	248	255	2
3425	193	240	255	2
3426	199	248	244	2
3427	199	240	244	2
3428	199	225	244	2
3429	199	210	232	2
3430	199	225	232	2
3431	193	233	232	2
3432	193	240	244	2
3433	193	255	255	2
3434	199	248	244	2
3435	193	233	255	2
3436	193	210	255	2
3437	206	188	221	2
3438	212	188	209	2
3439	212	188	209	2
3440	212	233	232	2
3441	212	255	255	2
3442	218	248	255	2
3443	212	248	255	2
3444	212	203	232	2
3445	212	188	209	2
3446	206	188	209	2
3447	206	203	221	2
3448	212	240	244	2
3449	218	248	255	2
3450	218	240	255	2
3451	206	233	255	2
3452	199	233	244	2
3453	193	225	232	2
3454	199	248	255	2
3455	199	255	255	2
3456	187	240	255	2
3457	187	233	232	2
3458	187	218	244	2
3459	187	210	244	2
3460	187	210	232	2
3461	187	203	221	2
3462	181	188	209	2
3463	181	188	209	2
3464	181	180	197	2
3465	181	173	186	2
3466	181	165	174	2
3467	181	173	186	2
3468	187	165	174	2
3469	181	165	186	2
3470	187	165	186	2
3471	181	165	186	2
3472	181	180	186	2
3473	187	203	197	2
3474	187	203	209	2
3475	174	195	209	2
3476	168	203	209	2
3477	162	180	209	2
3478	206	225	232	2
3479	212	210	221	2
3480	206	203	209	2
3481	206	203	209	2
3482	212	218	221	2
3483	224	195	232	2
3484	243	180	209	2
3485	237	188	197	2
3486	212	195	209	2
3487	193	218	221	2
3488	187	233	244	2
3489	193	233	244	2
3490	187	233	232	2
3491	187	233	232	2
3492	187	225	232	2
3493	187	225	232	2
3494	187	218	232	2
3495	193	218	221	2
3496	187	218	221	2
3497	187	225	244	2
3498	187	225	221	2
3499	187	225	232	2
3500	187	225	244	2
3501	181	233	232	2
3502	181	233	244	2
3503	187	233	232	2
3504	187	240	244	2
3505	187	240	244	2
3506	193	233	244	2
3507	199	233	255	2
3508	206	233	255	2
3509	206	210	232	2
3510	199	195	221	2
3511	193	195	209	2
3512	193	180	221	2
3513	206	180	197	2
3514	206	180	197	2
3515	199	188	209	2
3516	199	195	209	2
3517	193	218	232	2
3518	193	233	244	2
3519	193	240	244	2
3520	193	233	244	2
3521	187	225	244	2
3522	193	233	244	2
3523	193	233	232	2
3524	193	240	244	2
3525	193	248	255	2
3526	193	233	255	2
3527	199	240	255	2
3528	199	233	244	2
3529	206	218	244	2
3530	212	203	232	2
3531	206	218	209	2
3532	199	233	232	2
3533	199	248	244	2
3534	206	255	244	2
3535	206	240	244	2
3536	199	225	255	2
3537	193	203	244	2
3538	199	188	221	2
3539	206	180	209	2
3540	206	188	197	2
3541	206	225	232	2
3542	218	240	255	2
3543	212	248	255	2
3544	212	240	244	2
3545	212	210	244	2
3546	212	203	221	2
3547	199	203	221	2
3548	199	210	232	2
3549	206	225	232	2
3550	206	233	255	2
3551	212	240	255	2
3552	206	233	244	2
3553	199	225	244	2
3554	193	218	232	2
3555	193	233	244	2
3556	193	225	244	2
3557	187	225	232	2
3558	187	218	232	2
3559	193	218	209	2
3560	193	210	221	2
3561	187	195	209	2
3562	187	188	197	2
3563	187	188	186	2
3564	187	173	197	2
3565	181	173	197	2
3566	187	165	186	2
3567	174	165	186	2
3568	181	165	186	2
3569	187	165	174	2
3570	174	165	186	2
3571	181	158	186	2
3572	174	165	186	2
3573	174	180	186	2
3574	187	195	197	2
3575	193	203	221	2
3576	181	203	209	2
3577	156	195	209	2
3578	156	173	209	2
3579	199	225	232	2
3580	199	225	232	2
3581	199	203	221	2
3582	199	203	209	2
3583	212	203	221	2
3584	231	195	244	2
3585	243	188	221	2
3586	237	195	209	2
3587	206	203	221	2
3588	199	218	232	2
3589	193	233	244	2
3590	187	233	244	2
3591	187	233	232	2
3592	187	233	232	2
3593	187	225	232	2
3594	187	233	232	2
3595	187	225	232	2
3596	187	225	232	2
3597	187	225	232	2
3598	187	225	244	2
3599	187	233	232	2
3600	187	233	244	2
3601	187	240	232	2
3602	181	240	232	2
3603	187	233	244	2
3604	187	233	232	2
3605	187	240	244	2
3606	187	233	232	2
3607	193	233	244	2
3608	199	240	255	2
3609	199	233	244	2
3610	212	210	232	2
3611	206	188	209	2
3612	193	188	209	2
3613	187	188	209	2
3614	199	173	197	2
3615	212	173	197	2
3616	199	180	197	2
3617	199	188	209	2
3618	199	225	244	2
3619	199	210	244	2
3620	193	225	244	2
3621	193	240	232	2
3622	187	233	232	2
3623	193	240	255	2
3624	199	240	244	2
3625	193	240	244	2
3626	193	240	244	2
3627	193	240	255	2
3628	193	233	244	2
3629	199	225	244	2
3630	212	210	232	2
3631	212	203	221	2
3632	206	210	209	2
3633	199	225	244	2
3634	206	240	255	2
3635	212	248	255	2
3636	212	240	255	2
3637	212	218	255	2
3638	212	203	221	2
3639	212	195	221	2
3640	212	195	221	2
3641	212	203	221	2
3642	218	233	244	2
3643	218	240	255	2
3644	218	240	255	2
3645	212	240	255	2
3646	218	225	255	2
3647	218	225	255	2
3648	199	218	255	2
3649	193	218	244	2
3650	193	218	232	2
3651	193	218	244	2
3652	199	233	244	2
3653	199	225	244	2
3654	193	225	232	2
3655	193	225	232	2
3656	193	218	244	2
3657	193	218	244	2
3658	187	210	232	2
3659	193	210	221	2
3660	193	210	221	2
3661	199	195	221	2
3662	193	180	209	2
3663	193	173	197	2
3664	187	173	197	2
3665	187	173	209	2
3666	187	165	197	2
3667	181	165	186	2
3668	181	165	186	2
3669	187	158	186	2
3670	187	165	174	2
3671	187	158	186	2
3672	181	158	174	2
3673	174	158	186	2
3674	181	165	186	2
3675	181	180	197	2
3676	187	210	221	2
3677	181	195	209	2
3678	168	188	209	2
3679	168	173	209	2
3680	206	233	244	2
3681	206	233	244	2
3682	206	225	232	2
3683	206	225	244	2
3684	212	218	244	2
3685	224	210	244	2
3686	231	210	244	2
3687	224	203	232	2
3688	206	218	244	2
3689	193	233	244	2
3690	187	233	244	2
3691	187	225	244	2
3692	187	233	232	2
3693	181	233	244	2
3694	187	233	232	2
3695	181	233	232	2
3696	181	233	232	2
3697	187	233	232	2
3698	187	233	232	2
3699	193	233	232	2
3700	187	233	232	2
3701	187	233	244	2
3702	187	233	232	2
3703	187	233	244	2
3704	187	233	244	2
3705	187	233	232	2
3706	187	233	244	2
3707	193	233	232	2
3708	199	233	244	2
3709	199	233	244	2
3710	206	233	244	2
3711	212	218	244	2
3712	212	188	209	2
3713	193	188	209	2
3714	187	188	221	2
3715	199	173	197	2
3716	212	180	197	2
3717	212	195	209	2
3718	206	210	221	2
3719	206	218	244	2
3720	199	210	232	2
3721	193	225	244	2
3722	193	233	232	2
